z value
-0,45
-0,4469864616405291
-0,41975460547920135
-0,40963412256100096
-0,40912269765531417
-0,38457179709824246
-0,34520649045734675
-0,3389893210102944
-0,3240574085147941
-0,31471598580334603
-0,2770466252501069
-0,2597194574476608
-0,24822447221855765
-0,24186612434649318
-0,2386115058017768
-0,23755972099403586
-0,232928767410989
-0,21096237707944498
-0,20642125164106317
-0,1813467229904463
-0,12312429940348124
-0,12052815313231269
-0,11122618584294025
-0,09807967561011183
-0,09093429912958195
-0,08015808259871987
-0,07056074466544182
-0,04787563746286355
0,0
0,051164155813284984
0,06956608184076957
0,07368642658538932
0,09092392748769845
0,12406365768290623
0,1453762809766747
0,1462844373757251
0,1718620230799301
0,2044445140375722
0,20489901494645885
0,2121642006013113
0,24209768585794472
0,2459801473859335
0,2595706847302451
0,2671996235041045
0,28100021133470215
0,28651189318793685
0,2886405605477516
0,30605327881497474
0,3444031251805945
0,35279430349489055
0,36287434116016865
0,38353078457141326
0,39027013466502697
0,405216011760866
0,4295507398882727
0,45

|B| value
0,6608558063128446
0,6618522486033527
0,6685665371554976
0,6699914861482144
0,6705781557064416
0,6735025241848445
0,6757175745839828
0,6756353704183486
0,6747756453815155
0,6746308078375809
0,6709135410339402
0,6687688630798896
0,6672539908543451
0,6663634855001912
0,6660285833481625
0,6658695102736564
0,66508729443782
0,6615889618832831
0,6608251242851335
0,6566074777039554
0,6471925456438179
0,6471351564258967
0,646026136848613
0,644154765870531
0,6432756406279356
0,64207048686561
0,6412349624718388
0,6392928999896117
0,6381161611981744
0,6396856136258584
0,6410856356628097
0,6414292973801616
0,6431113600442697
0,6474789579386172
0,6506800088919856
0,650850239761738
0,6550082118567015
0,6605139753560857
0,6605172895301021
0,661777494043975
0,6665289314800268
0,6669405950939267
0,6688238083733791
0,6698143621013433
0,6715478309938541
0,6721121028036531
0,672330034835282
0,6740708375850033
0,675325098810559
0,6751910000763329
0,6750301382510228
0,6733084882073066
0,6728407288616827
0,671264871854596
0,6664559906239654
0,6610969941755652
