z value
-0,35
-0,3211026369346289
-0,3186319839150539
-0,30438962115302304
-0,30214182438840687
-0,2923427072372805
-0,27168391535402975
-0,25915708987333924
-0,25863912865871436
-0,2498060536063299
-0,24974452791165022
-0,2398566252109498
-0,1967796781788628
-0,18568883772427963
-0,16275315586427916
-0,1447662667759787
-0,13740799577891838
-0,11042176940439224
-0,08408713224855868
-0,0728633155187311
-0,06101090161935746
0,0
-0,08639443835088484
0,06896589485040311
0,07486092247969794
0,09486252219030217
0,11369118413945245
0,13857002906196325
0,14258971308047486
0,1622124138192894
0,17582076334454577
0,19861963492717893
0,20831614740620585
0,2156251000509205
0,21839917157616762
0,22688254959725873
0,23056797769909598
0,23131618827562328
0,2340716570459872
0,2906591439528722
0,30444396208285973
0,3379304672777287
0,3390971358992031
0,35

|B| value
0,7734590803390137
0,7849033218017344
0,7857838865745727
0,7905660195814013
0,7912755422124218
0,794227472294923
0,7997203725022264
0,8025903325290789
0,8027018195407897
0,8045179468097972
0,8045300407190001
0,8063766063338178
0,8123744546645438
0,8134482620773275
0,8151691041093236
0,8161183201962464
0,8164215616620831
0,8171944552420406
0,8175689313355027
0,8176527192072451
0,8177080897068733
0,8177620031999231
0,8175470422784243
0,8176741823813413
0,8176403135617387
0,8174506211610529
0,8171252496066568
0,8163766501088744
0,8162127599740417
0,8152023640283392
0,814266184916217
0,8121794806241888
0,8110681360145877
0,8101329718722372
0,8097550934043181
0,8085179932198379
0,8079410999837989
0,8078209863733306
0,8073698072625737
0,7947117836316518
0,790548715659829
0,778497412085153
0,7780266713583032
0,7734590803390137
