grad Bz value
0,9836014005312282
0,9987952640395976
0,9937929777894913
0,9990311460776102
0,9963369564620372
0,9931761657108912
0,9959976395152812
1,0006826547587642
0,9965210280873366
0,9999851561887869
0,9974459153068055
0,9920413964071955
0,9985763042720746
0,997956384957114
0,9988405815574979
0,9995259174330087
0,9991450751816853
0,9995461810563482
0,9998387128690691
0,9999524134891065
0,999934608437092
1,0002178267793207
0,9998753662118991
1,0000188377295953
1,0002602185050773
1,0003412279526793
1,0009591850536428
1,0003465014364434
1,0014427805497252
1,000960462659334
1,0028085172112888
1,0015675823895367
1,0009065132738422
1,0009171398279362
1,0017566371219517
1,0008146742005954
0,9997156937338401
1,0008044497251511
1,0162039092433988
1,0057001180163658
1,0157970214066665
1,0014592912970564
1,0053958744011102
