grad Bxy value
1,8264829637251585
0,42754348275264614
18,058079245070395
0,8961484834337716
0,347057049877051
0,6280915335377085
0,49069549506690835
0,7134441480475453
3,404517287077494
2,6938982685933452
0,7254866445766617
0,49557730349345014
4,056053498976431
0,3667620370233972
2,1575025409048076
2,3295577726055328
0,11331077312688323
0,8529074553709983
1,237590601638721
0,5357161138811055
4,616778274974826
0,21640646183505236
1,9427028200525513
2,0530236348992004
0,212686683213298
9,663759685286651
0,027738705129456715
1,8158563309730562
1,5220270651507353
1,9517501715847005
3,482484751148218
0,26275382840709155
0,3218737306440759
0,959320997616691
0,9335431909337558
3,500893569749146
2,2083774709972013
0,9633611022896164
1,0649475012468193
2,4866537829614535
0,12360315673973227
2,082026084059316
0,7013436583388752
0,3708237671172505
0,7777216888638856
2,9866990033025727
8,57129950671141
0,11857751322240151
2,4793812715469152
2,535588788896545
0,28436091087127574
1,113503029063839
